QuestFlag,Server,Verified Conquest,Verified Levistras,Quest,Url,Info,Hint,Repeatable
talkedtoassistantrot2,,Verified,Verified,Olthoi Shield Quest,https://acportalstorm.com/wiki/Olthoi_Shield_Quest,Talked to Nuhmudira's Assistant. See Darhy; Assistant to Nuhmudira.,Talked to Nuhmudira's Assistant. See Darhy - Assistant to Nuhmudira.,FALSE
talkedtobuilder,,Verified,Verified,Town Founder,https://acportalstorm.com/wiki/Town_Founder,You have talked to the Stronghold Collectors. See Aun Teverea; Kreavon; Caelis Renning.,Wai Jhou 62.3S 51.4W - Speak with Aun Teverea - Speak with Caelis Renning - Speak with Kreavon - Collect 100 partial salvage bags combined - Hand bags to NPCs until flagged,FALSE
talkedtodaliuskendmar,,Verified,Verified,Search for Gareth Dain,https://acportalstorm.com/wiki/Search_for_Gareth_Dain,Talked to Dalius Kendmar.,Candeth Keep - Speak with Talira Dain - Speak with Dalius Kendmar - Sclavus Temple 82.5S 75.0W - destroy Sarcophagus - kill Sister Vitriaka - loot Scrap of Paper - pull torch for secret room - loot Falatacot Tome - Hebian-To - Speak with Fanzen San the Translator - return to Talira Dain or Dalius Kendmar with appropriate item,TRUE
talkedtoexstudentrot2,,Verified,Verified,Olthoi Shield Quest,https://acportalstorm.com/wiki/Olthoi_Shield_Quest,Talked to Cydna Wren. See A small pile of rocks.,Zaikhal 13.2N 0.8E - Speak with Darhy Assistant to Nuhmudira - Crystal Mine 49.3S 17.9E - Speak with Hiyp the Toad in Arwic tavern - Speak with Djusufa bint Huqis the Jeweler in Zaikhal - Speak with Cydna Wren 4.9N 23.8E - Small pile of rocks 11.0N 21.1E - Nuhmudira's Dungeon 4.0S 35.9E - Speak with Darhy Assistant to Nuhmudira - Lair of the Ancient Queen 13.2N 0.8E - Speak with Olthoi Hunter,FALSE
talkedtoladydain,,Verified,Verified,Search for Gareth Dain,https://acportalstorm.com/wiki/Search_for_Gareth_Dain,Talked to Lady Dain. See Talira Dain.,Candeth Keep - Speak with Talira Dain - Speak with Dalius Kendmar - Sclavus Temple 82.5S 75.0W - destroy Sarcophagus - kill Sister Vitriaka - loot Scrap of Paper - pull torch for secret room - loot Falatacot Tome - Hebian-To - Speak with Fanzen San the Translator - return to Talira Dain or Dalius Kendmar with appropriate item,TRUE
talkedtoliatzethorstenarmor,,Verified,Verified,Thorsten Cragstone's Armor & Axe,https://acportalstorm.com/wiki/Thorsten_Cragstone's_Armor_&_Axe,Player has spoken with Lia Tze. See Tai Wo.,Cragstone 25.7N 48.5E - Speak with Glysander Cartoth - Eastham cottage 15.2N 65.6E - Speak with Brontynn Marshad 10.3S 57.6E - Speak with Lia Tze 49.4S 62.4E or Tai Wo 61.8S 82.4E - Underground City 21.3N 53.9E - Hidden Dungeon - Return to Lia Tze or Tai Wo - Return to Glysander Cartoth,TRUE
talkedtolighthousehermit,,Verified,Verified,Fetish of the Dark Idols Quest,https://acportalstorm.com/wiki/Fetish_of_the_Dark_Idols_Quest,You've spoken to the Lighthouse Hermit recently.,Shimena Keep 91.6N 49.6E - Kill Ancient Diamond Golems for Ancient Diamond Idol - Northern Ahurenga Plains Portal 40.9N 83.5W - Kill Great Elariwood Golems for Great Elariwood Idol - Ithaenc Island - Kill Blood Fiends for Warding Ring - Speak with Kleeoh 2.5S 86.5E - Kill Infected Assailers for Infected Assailer Fur - Neydisa Castle - Use Infected Assailer Fur on Loom - Combine items - Speak with Lighthouse Hermit 25.8S 46.9W - Apply Fetish to missile weapon,TRUE
talkedtoowner,,Verified,Verified,Frest Greelving's Haunted Mansion,https://acportalstorm.com/wiki/Frest_Greelving's_Haunted_Mansion,Player has already spoken with owner. See Frest Greelving.,Speak with Frest Greelving 6.0N 43.7E - Frest Greelving's Mansion 6.5N 43.9E - Speak with Bretself the Translator 26.0N 47.0E - Frest Greelving's Dungeon 6.5N 43.9E,TRUE
talkedtosnowmanmayor,,Verified,Verified,Non-Quest,https://acportalstorm.com/wiki/Non-Quest,You recently talked to the Mayor of Frost Haven. In Frost Haven.,You recently talked to the Mayor of Frost Haven. In Frost Haven.,TRUE
talkedtotacklemaster,,Verified,Verified,Non-Quest,https://acportalstorm.com/wiki/Non-Quest,Player has spoken to the Tacklemaster. See Fishing Hole.,Player has spoken to the Tacklemaster. See Fishing Hole.,FALSE
talkedtotaiwothorstenarmor,,Verified,Verified,Thorsten Cragstone's Armor & Axe,https://acportalstorm.com/wiki/Thorsten_Cragstone's_Armor_&_Axe,Player has spoken with Tai Wo. See Lia Tze.,Cragstone 25.7N 48.5E - Speak with Glysander Cartoth - Eastham cottage 15.2N 65.6E - Speak with Brontynn Marshad 10.3S 57.6E - Speak with Lia Tze 49.4S 62.4E or Tai Wo 61.8S 82.4E - Underground City 21.3N 53.9E - Hidden Dungeon - Return to Lia Tze or Tai Wo - Return to Glysander Cartoth,FALSE
TalkedToZahar,Conquest,Verified,,Zahar,,,,FALSE
talkedtozaikhaljeweler,,Verified,,Olthoi Shield Quest,https://acportalstorm.com/wiki/Olthoi_Shield_Quest,Talked to ROT2 Jeweler. See Cydna Wren; Djusufa bint Huqis the Jeweler.,Zaikhal 13.2N 0.8E - Speak with Darhy Assistant to Nuhmudira - Crystal Mine 49.3S 17.9E - Speak with Hiyp the Toad in Arwic tavern - Speak with Djusufa bint Huqis the Jeweler in Zaikhal - Speak with Cydna Wren 4.9N 23.8E - Small pile of rocks 11.0N 21.1E - Nuhmudira's Dungeon 4.0S 35.9E - Speak with Darhy Assistant to Nuhmudira - Lair of the Ancient Queen 13.2N 0.8E - Speak with Olthoi Hunter,FALSE
talkshadowcaptain,,Verified,,Shadow Assault,https://acportalstorm.com/wiki/Shadow_Assault,See Ler Rhan; Black Ferah.,Arwic 33.4N 56.9E - Speak with Isin Dule or Black Ferah - Tou-Tou 28.0S 96.2E - kill Shadow Captains and Shadow Soldiers - return to the quest giver,FALSE
talkshadowsoldier,,Verified,,Shadow Assault,https://acportalstorm.com/wiki/Shadow_Assault,See Ler Rhan; Shadow Captain.,Arwic 33.4N 56.9E - Speak with Isin Dule or Black Ferah - Tou-Tou 28.0S 96.2E - kill Shadow Captains and Shadow Soldiers - return to the quest giver,FALSE
tanadaclanmedallionturnin,,,Verified,Tanada Hunting Parties,https://acportalstorm.com/wiki/Tanada_Hunting_Parties,Player has turned in the Tanada Clan Masters Medallion. See Sayuji Jina; Ookami Kiri.,Shoushi 33.3S 72.8E - Speak with Sayuji Jina - Travel to Southern or Northern Osteth - Kill Acolyte spawns near Kara or Glystaene Cottages - Defeat Master spawn - Collect Tanada Clan Master's Medallion - Return to Sayuji Jina or Ookami Kiri in Yanshi - Repeat for 25 medallions,FALSE
tanadaconsulsmessageshard_pickup,,Verified,Verified,Tanada House of Water Quest,https://acportalstorm.com/wiki/Tanada_House_of_Water_Quest,Player has picked up Tanada Consuls Message Shard. In Shoushi.,Speak with Meshenq 13.8N 0.6E - Tanada House of Water 85.3S 5.8W - Kill Consul to the Tanada - Speak with Diyas al-Yat 13.8N 0.1E - Speak with Meshenq 13.8N 0.6E,TRUE
tanadadirectives,,Verified,,Tanada House of Water Quest,https://acportalstorm.com/wiki/Tanada_House_of_Water_Quest,Counter for Tanada House of Water Directives. See Meshenq.,Speak with Meshenq 13.8N 0.6E - Tanada House of Water 85.3S 5.8W - Kill Consul to the Tanada - Speak with Diyas al-Yat 13.8N 0.1E - Speak with Meshenq 13.8N 0.6E,TRUE
tanadadirectivespickup,,Verified,,Tanada House of Water Quest,https://acportalstorm.com/wiki/Tanada_House_of_Water_Quest,Pickup timer for Tanada House of Water Directives.,Pickup timer for Tanada House of Water Directives.,TRUE
tanadahouseofbreath_flag,,Verified,,Tanada House of Storms Quest,https://acportalstorm.com/wiki/Tanada_House_of_Storms_Quest,Player flag for Tanada House of Breath Portal. See Sayuji Jina; Tanada Shrine of Wind.,Shoushi 33.3S 72.8E - Speak with Sayuji Jina - Tanada House of Storms 68.1S 45.5E - Tanada House of Wind 68.1S 45.5E - Tanada House of Breath 68.1S 45.5E - Enlightened Master's Chambers 68.1S 45.5E - Speak with Sayuji Jina,FALSE
tanadahouseofearth_flag,,Verified,,Tanada House of Earth Quest,https://acportalstorm.com/wiki/Tanada_House_of_Earth_Quest,Player flag for Tanada House of Earth Portal. See Sayuji Jina; Ookami Kiri.,Speak with Sayuji Jina 33.3S 72.8E - Speak with Ookami Kiri 12.0S 42.6E - Tanada House of Earth 66.3N 7.6E - Tanada House of Stone 66.3N 7.6E - Tanada House of Metal 66.3N 7.6E - Enlightened Master's Chambers 66.3N 7.6E - Speak with Ookami Kiri 12.0S 42.6E - Speak with Sayuji Jina 33.3S 72.8E,FALSE
tanadahouseofearthcompleted,,Verified,Verified,Tanada House of Earth Quest,https://acportalstorm.com/wiki/Tanada_House_of_Earth_Quest,Player wait timer for Tanada House of Earth Quest. See Sayuji Jina.,Speak with Sayuji Jina 33.3S 72.8E - Speak with Ookami Kiri 12.0S 42.6E - Tanada House of Earth 66.3N 7.6E - Tanada House of Stone 66.3N 7.6E - Tanada House of Metal 66.3N 7.6E - Enlightened Master's Chambers 66.3N 7.6E - Speak with Ookami Kiri 12.0S 42.6E - Speak with Sayuji Jina 33.3S 72.8E,TRUE
tanadahouseofearthmaster_flag,,Verified,,Tanada House of Earth Quest,https://acportalstorm.com/wiki/Tanada_House_of_Earth_Quest,Player flag for Tanada House of Earth Master Chambers Portal. See Sayuji Jina; Tanada Shrine of Metal.,Speak with Sayuji Jina 33.3S 72.8E - Speak with Ookami Kiri 12.0S 42.6E - Tanada House of Earth 66.3N 7.6E - Tanada House of Stone 66.3N 7.6E - Tanada House of Metal 66.3N 7.6E - Enlightened Master's Chambers 66.3N 7.6E - Speak with Ookami Kiri 12.0S 42.6E - Speak with Sayuji Jina 33.3S 72.8E,FALSE
tanadahouseofearthquest_flag,,Verified,,Tanada House of Earth Quest,https://acportalstorm.com/wiki/Tanada_House_of_Earth_Quest,Player has completed Tanada House of Storms Quest. See Sayuji Jina.,Speak with Sayuji Jina 33.3S 72.8E - Speak with Ookami Kiri 12.0S 42.6E - Tanada House of Earth 66.3N 7.6E - Tanada House of Stone 66.3N 7.6E - Tanada House of Metal 66.3N 7.6E - Enlightened Master's Chambers 66.3N 7.6E - Speak with Ookami Kiri 12.0S 42.6E - Speak with Sayuji Jina 33.3S 72.8E,FALSE
tanadahouseofearthstarted,,Verified,,Tanada House of Earth Quest,https://acportalstorm.com/wiki/Tanada_House_of_Earth_Quest,Player has started Tanada House of Earth Quest. See Sayuji Jina.,Speak with Sayuji Jina 33.3S 72.8E - Speak with Ookami Kiri 12.0S 42.6E - Tanada House of Earth 66.3N 7.6E - Tanada House of Stone 66.3N 7.6E - Tanada House of Metal 66.3N 7.6E - Enlightened Master's Chambers 66.3N 7.6E - Speak with Ookami Kiri 12.0S 42.6E - Speak with Sayuji Jina 33.3S 72.8E,FALSE
tanadahouseoffirecompleted,,Verified,Verified,Tanada House of Fire Quest,https://acportalstorm.com/wiki/Tanada_House_of_Fire_Quest,Player wait timer for Tanada House of Fire Quest. See Tanada Sajo; Tanada Han-Tu.,Hebian-To 38.9S 83.3E - Speak with Tanada Sajo - Chamber of Scrolls 52.2S 63.2E - Chamber of Air - Chamber of Earth - Chamber of Water - Speak with Tanada Sajo - Speak with Tanada Han-Tu,TRUE
tanadahouseoffirequest_flag,,Verified,Verified,Tanada House of Fire Quest,https://acportalstorm.com/wiki/Tanada_House_of_Fire_Quest,Player flag to start Tanada House of Fire Quest. See Tanada Sajo; Pau Yajin.,Hebian-To 38.9S 83.3E - Speak with Tanada Sajo - Chamber of Scrolls 52.2S 63.2E - Chamber of Air - Chamber of Earth - Chamber of Water - Speak with Tanada Sajo - Speak with Tanada Han-Tu,FALSE
tanadahouseoffirestarted,,Verified,Verified,Tanada House of Fire Quest,https://acportalstorm.com/wiki/Tanada_House_of_Fire_Quest,Player has started Tanada House of Fire Quest. See Tanada Sajo; Tanada Han-Tu.,Hebian-To 38.9S 83.3E - Speak with Tanada Sajo - Chamber of Scrolls 52.2S 63.2E - Chamber of Air - Chamber of Earth - Chamber of Water - Speak with Tanada Sajo - Speak with Tanada Han-Tu,FALSE
tanadahouseofmetal_flag,,Verified,,Tanada House of Earth Quest,https://acportalstorm.com/wiki/Tanada_House_of_Earth_Quest,Player flag for Tanada House of Metal Portal. See Sayuji Jina; Tanada Shrine of Stone.,Speak with Sayuji Jina 33.3S 72.8E - Speak with Ookami Kiri 12.0S 42.6E - Tanada House of Earth 66.3N 7.6E - Tanada House of Stone 66.3N 7.6E - Tanada House of Metal 66.3N 7.6E - Enlightened Master's Chambers 66.3N 7.6E - Speak with Ookami Kiri 12.0S 42.6E - Speak with Sayuji Jina 33.3S 72.8E,FALSE
tanadahouseofstone_flag,,Verified,,Tanada House of Earth Quest,https://acportalstorm.com/wiki/Tanada_House_of_Earth_Quest,Player flag for Tanada House of Stone Portal. See Tanada Shrine of Earth; Sayuji Jina.,Speak with Sayuji Jina 33.3S 72.8E - Speak with Ookami Kiri 12.0S 42.6E - Tanada House of Earth 66.3N 7.6E - Tanada House of Stone 66.3N 7.6E - Tanada House of Metal 66.3N 7.6E - Enlightened Master's Chambers 66.3N 7.6E - Speak with Ookami Kiri 12.0S 42.6E - Speak with Sayuji Jina 33.3S 72.8E,FALSE
tanadahouseofstormscompleted,,Verified,Verified,Tanada House of Storms Quest,https://acportalstorm.com/wiki/Tanada_House_of_Storms_Quest,Player wait timer for Tanada House of Storms Quest. See Sayuji Jina.,Shoushi 33.3S 72.8E - Speak with Sayuji Jina - Tanada House of Storms 68.1S 45.5E - Tanada House of Wind 68.1S 45.5E - Tanada House of Breath 68.1S 45.5E - Enlightened Master's Chambers 68.1S 45.5E - Speak with Sayuji Jina,TRUE
tanadahouseofstormsmaster_flag,,Verified,,Tanada House of Storms Quest,https://acportalstorm.com/wiki/Tanada_House_of_Storms_Quest,Player flag for Tanada House of Storms Master Chambers Portal. See Sayuji Jina; Tanada Shrine of Breath.,Shoushi 33.3S 72.8E - Speak with Sayuji Jina - Tanada House of Storms 68.1S 45.5E - Tanada House of Wind 68.1S 45.5E - Tanada House of Breath 68.1S 45.5E - Enlightened Master's Chambers 68.1S 45.5E - Speak with Sayuji Jina,FALSE
tanadahouseofstormsstarted,,Verified,Verified,Tanada House of Storms Quest,https://acportalstorm.com/wiki/Tanada_House_of_Storms_Quest,Player has started Tanada House of Storms Quest. See Sayuji Jina.,Shoushi 33.3S 72.8E - Speak with Sayuji Jina - Tanada House of Storms 68.1S 45.5E - Tanada House of Wind 68.1S 45.5E - Tanada House of Breath 68.1S 45.5E - Enlightened Master's Chambers 68.1S 45.5E - Speak with Sayuji Jina,FALSE
tanadahouseofwatercompleted,,Verified,Verified,Tanada House of Water Quest,https://acportalstorm.com/wiki/Tanada_House_of_Water_Quest,Player wait timer for Tanada House of Water Quest. See Meshenq. In Shoushi.,Speak with Meshenq 13.8N 0.6E - Tanada House of Water 85.3S 5.8W - Kill Consul to the Tanada - Speak with Diyas al-Yat 13.8N 0.1E - Speak with Meshenq 13.8N 0.6E,TRUE
tanadahouseofwaterportal_flag,,Verified,,Tanada House of Water Quest,https://acportalstorm.com/wiki/Tanada_House_of_Water_Quest,Player flag for access to Tanada House of Water Portal. See Tanada Gate Medallion. In Shoushi.,Speak with Meshenq 13.8N 0.6E - Tanada House of Water 85.3S 5.8W - Kill Consul to the Tanada - Speak with Diyas al-Yat 13.8N 0.1E - Speak with Meshenq 13.8N 0.6E,FALSE
tanadahouseofwaterquest_flag,,Verified,Verified,Tanada House of Water Quest,https://acportalstorm.com/wiki/Tanada_House_of_Water_Quest,Player flag for Tanada House of Water Quest. See Sayuji Jina; Ookami Kiri; Meshenq. In Shoushi.,Speak with Meshenq 13.8N 0.6E - Tanada House of Water 85.3S 5.8W - Kill Consul to the Tanada - Speak with Diyas al-Yat 13.8N 0.1E - Speak with Meshenq 13.8N 0.6E,FALSE
tanadahouseofwaterstarted,,Verified,Verified,Tanada House of Water Quest,https://acportalstorm.com/wiki/Tanada_House_of_Water_Quest,Player has started Tanada House of Water Quest. See Meshenq. In Shoushi.,Speak with Meshenq 13.8N 0.6E - Tanada House of Water 85.3S 5.8W - Kill Consul to the Tanada - Speak with Diyas al-Yat 13.8N 0.1E - Speak with Meshenq 13.8N 0.6E,FALSE
tanadahouseofwind_flag,,Verified,,Tanada House of Storms Quest,https://acportalstorm.com/wiki/Tanada_House_of_Storms_Quest,Player flag for Tanada House of Wind Portal. See Sayuji Jina; Tanada Shrine of Storms.,Shoushi 33.3S 72.8E - Speak with Sayuji Jina - Tanada House of Storms 68.1S 45.5E - Tanada House of Wind 68.1S 45.5E - Tanada House of Breath 68.1S 45.5E - Enlightened Master's Chambers 68.1S 45.5E - Speak with Sayuji Jina,FALSE
tanadainterceptkeypickup,,Verified,Verified,Tanada Intercept,https://acportalstorm.com/wiki/Tanada_Intercept,Find/use Legendary Key.,Speak with Kinchou at Hoshino Town #3 78.4N 40.5W - Tanada Toresen Temple 42.5S 72.4E - navigate jumping puzzle across wooden ledges - defeat Tanada Nanjou Jogensha and loot Coded Tanada Scroll and Legendary Key - return to Kinchou,FALSE
tanadaslaughterfinished_0912,,Verified,Verified,Tanada Intercept,https://acportalstorm.com/wiki/Tanada_Intercept,Completion flag for Tanada Intercept and Slaughter. See Tanada Nanjou Kutekei; Kinchou; Kousha.,Hoshino tents 80.7N 43.0W - Hoshino Town #3 second floor 78.4N 40.5W - Speak with Kinchou and Kousha - South Shoushi Villas 41.5S 82.1E - Tanada Toresen Temple 42.5S 72.3E - Kill 6 Tanada Neophytes and loot their masks - Return to Kousha,FALSE
tanadaslaughterkilltask_0912,,Verified,Verified,Tanada Slaughter,https://acportalstorm.com/wiki/Tanada_Slaughter,Kill Tanada Nanjou Kutekei; Kousha.,Hoshino Town #3 78.4N 40.5W - Speak with Kousha - Tanada Toresen Temple 42.7S 72.4E - Kill 6 Tanada Neophytes and loot masks,TRUE
tanadaslaughterscrollfinished_0912,,Verified,Verified,Tanada Slaughter,https://acportalstorm.com/wiki/Tanada_Slaughter,See Kinchou.,Hoshino Town #3 78.4N 40.5W - Speak with Kousha - Tanada Toresen Temple 42.7S 72.4E - Kill 6 Tanada Neophytes and loot masks,FALSE
tanadaslaughterscrollstarted_0912,,Verified,Verified,Tanada Slaughter,https://acportalstorm.com/wiki/Tanada_Slaughter,See Kinchou.,Hoshino Town #3 78.4N 40.5W - Speak with Kousha - Tanada Toresen Temple 42.7S 72.4E - Kill 6 Tanada Neophytes and loot masks,FALSE
tanadatempleofblackwatercompleted,,Verified,Verified,Tanada Temple of Black Water Quest,https://acportalstorm.com/wiki/Tanada_Temple_of_Black_Water_Quest,Player wait timer for Tanada Temple of Black Water Quest. See Pau Yajin.,Speak with Pau Yajin 28.8S 59.4E - Black Water Temple 24.2S 57.1E - Kill Black Water Gatekeeper - Kill Master of the Depths - Black Water Temple final dungeon - Kill Watcher of the Black Water,TRUE
tanadatempleofblackwaterquest_flag,,Verified,Verified,Tanada Temple of Black Water Quest,https://acportalstorm.com/wiki/Tanada_Temple_of_Black_Water_Quest,Player flag to start Tanada Temple of Black Water Quest. See Pau Yajin; Meshenq.,Speak with Pau Yajin 28.8S 59.4E - Black Water Temple 24.2S 57.1E - Kill Black Water Gatekeeper - Kill Master of the Depths - Black Water Temple final dungeon - Kill Watcher of the Black Water,FALSE
tanadatempleofblackwaterstarted,,Verified,Verified,Tanada Temple of Black Water Quest,https://acportalstorm.com/wiki/Tanada_Temple_of_Black_Water_Quest,Player has started Tanada Temple of Black Water Quest. See Pau Yajin.,Speak with Pau Yajin 28.8S 59.4E - Black Water Temple 24.2S 57.1E - Kill Black Water Gatekeeper - Kill Master of the Depths - Black Water Temple final dungeon - Kill Watcher of the Black Water,FALSE
tanadatoresentemplecanenter,,Verified,Verified,Tanada Intercept,https://acportalstorm.com/wiki/Tanada_Intercept,See Kousha; Kinchou.,Speak with Kinchou at Hoshino Town #3 78.4N 40.5W - Tanada Toresen Temple 42.5S 72.4E - navigate jumping puzzle across wooden ledges - defeat Tanada Nanjou Jogensha and loot Coded Tanada Scroll and Legendary Key - return to Kinchou,FALSE
tanaegiven,,,,Palenqual's Living Weapons,https://acportalstorm.com/wiki/Palenqual's_Living_Weapons,Aun Shimauri will give players permission to enter the Palenqual dungeon only once per month.,Timaru - Speak with Aun Shimauri 46.7N 70.7W - Palenqual's Cavern 48.9N 72.5W - Speak with Aun Kerehanua - Purchase base weapon - Combine totems - Attach triple totem to weapon,FALSE
tanningoiltanuagiven,,,,Buadren Quest,https://acportalstorm.com/wiki/Buadren_Quest,Tikakhe has given players the tanning oil. See Aun Tikakhe.,Kill Fire Shreths around Danby's Outpost / Neydisa Castle - loot hide - use Noodle Cutter on hide - kill Ebon Mattekars between Linvak Tukal and Qalabar - Speak with Aun Tikakhe at Aun Settlement 82.7N 21.0E - receive Tanning Oil - use oil on hide - kill Mighty Oak Golems north of Osteth - loot Tree Trunk - use Whittling Knife on trunk - combine tanned hide on trunk then add straps - return to Aun Tikakhe - receive Buadren,FALSE
tanuacompleted,,Verified,Verified,Aun Tanua's War Taiaha Quest,https://acportalstorm.com/wiki/Aun_Tanua's_War_Taiaha_Quest,Once players complete the Tanua quest Bachus Flufens will stamp them so they can only go on the quest once/week.,Speak with Bachus Flufens - Tumerok Cavern 40.2N 84.7W - Tumerok Cave 41.7N 82.5W - Combine items - Return to Bachus Flufens,TRUE
tanuacompleted01,,Verified,Verified,Aun Tanua's War Taiaha Quest,https://acportalstorm.com/wiki/Aun_Tanua's_War_Taiaha_Quest,Players may pick the key to the spear altar off the Tumerok Gladiator only once per week. Find/use Vault Key.,Speak with Bachus Flufens - Tumerok Cavern 40.2N 84.7W - Tumerok Cave 41.7N 82.5W - Combine items - Return to Bachus Flufens,TRUE
tanuacompleted02,,Verified,Verified,Aun Tanua's War Taiaha Quest,https://acportalstorm.com/wiki/Aun_Tanua's_War_Taiaha_Quest,Players may pick the key to the figurine altar off the Tumerok Shaman only once per week. Find/use Vault Key.,Speak with Bachus Flufens - Tumerok Cavern 40.2N 84.7W - Tumerok Cave 41.7N 82.5W - Combine items - Return to Bachus Flufens,TRUE
taskcoraltowersstarted,,Verified,Verified,Coral Tower Destroyer,https://acportalstorm.com/wiki/Coral_Tower_Destroyer,TaskCoralTowersStarted. See Kiko; Chiyo; Akahana. In Faction Stronghold.,Moarsman City (Nyr'leha) - Destroy Coral Tower 93.5S 49.5W - Destroy Coral Tower 92.8S 51.3W - Destroy Coral Tower 91.8S 53.6W - Destroy Coral Tower 93.5S 55.2W - Destroy Coral Tower 92.7S 57.6W,FALSE
taskcoraltowerswait,,Verified,,Coral Tower Destroyer,https://acportalstorm.com/wiki/Coral_Tower_Destroyer,TaskCoralTowersWait. See Kiko; Chiyo; Akahana. In Faction Stronghold.,Moarsman City (Nyr'leha) - Destroy Coral Tower 93.5S 49.5W - Destroy Coral Tower 92.8S 51.3W - Destroy Coral Tower 91.8S 53.6W - Destroy Coral Tower 93.5S 55.2W - Destroy Coral Tower 92.7S 57.6W,TRUE
taskdiblackcoralcomplete,,Verified,Verified,Black Coral Collection,https://acportalstorm.com/wiki/Black_Coral_Collection,Black Coral Collecting Wait Dark Isle. See Hidoshi Kawara; Manto Sakara; Daisei Chirana.,Speak with Hidoshi Kawara (Celestial Hand) or Manto Sakara (Eldrytch Web) or Daisei Chirana (Radiant Blood) at Faction Stronghold east wing - Dark Isle - collect 10 Black Coral from black inland areas near Ruschk Iceberg and Fanatical Mukkir Cave - return to NPC,TRUE
taskdiblackcoralstarted,,Verified,Verified,Black Coral Collection,https://acportalstorm.com/wiki/Black_Coral_Collection,Black Coral Collecting Dark Isle. See Hidoshi Kawara; Manto Sakara; Daisei Chirana.,Speak with Hidoshi Kawara (Celestial Hand) or Manto Sakara (Eldrytch Web) or Daisei Chirana (Radiant Blood) at Faction Stronghold east wing - Dark Isle - collect 10 Black Coral from black inland areas near Ruschk Iceberg and Fanatical Mukkir Cave - return to NPC,FALSE
taskdidelivery,,Verified,Verified,Dark Isle Delivery,https://acportalstorm.com/wiki/Dark_Isle_Delivery,Society Task Dark Isle Delivery. See Erline the Fleet; Rheda the Watcher; Aisley Swiftfoot (among others).,Speak with Erline the Fleet (Celestial Hand) or Aisley Swiftfoot (Eldrytch Web) or Rheda the Watcher (Radiant Blood) - Dark Isle 85.5N 57.2E Speak with The Deep - Return to quest giver,FALSE
taskdideliverywait,,Verified,Verified,Dark Isle Delivery,https://acportalstorm.com/wiki/Dark_Isle_Delivery,Cooldown for Society Task Dark Isle Delivery. See Erline the Fleet; Rheda the Watcher; Aisley Swiftfoot.,Speak with Erline the Fleet (Celestial Hand) or Aisley Swiftfoot (Eldrytch Web) or Rheda the Watcher (Radiant Blood) - Dark Isle 85.5N 57.2E Speak with The Deep - Return to quest giver,TRUE
taskdireportstarted,,Verified,Verified,Falatacot Report Collector,https://acportalstorm.com/wiki/Falatacot_Report_Collector,Falatacot Journal Collecting Dark Isle. See Boroth Bearhand; Turvald Snorborgson; Agbeart.,Speak with Boroth Bearhand or Turvald Snorborgson or Agbeart - Dark Isle - Collect 10 Falatacot Battle Reports from Falatacot Blood Prophetess corpses - Return to NPC,FALSE
taskdireportwait,,Verified,Verified,Falatacot Report Collector,https://acportalstorm.com/wiki/Falatacot_Report_Collector,Falatacot Journal Collecting Wait Dark Isle. See Boroth Bearhand; Turvald Snorborgson; Agbeart.,Speak with Boroth Bearhand or Turvald Snorborgson or Agbeart - Dark Isle - Collect 10 Falatacot Battle Reports from Falatacot Blood Prophetess corpses - Return to NPC,TRUE
taskdiruschkbosskilltask,,Verified,Verified,Defeating Vaeshok,https://acportalstorm.com/wiki/Defeating_Vaeshok,Counter for Society Task Vaeshok. Kill Takahara Masikawa; Sudeko Nojiri.,Dark Isle 86.9N 59.7E - Take all rights to branch with Sclavus Acolytes of T'thuun - Kill Vaeshok - Return to Faction Stronghold NPC,TRUE
taskdiruschkbosskilltaskwait,,Verified,Verified,Defeating Vaeshok,https://acportalstorm.com/wiki/Defeating_Vaeshok,Cooldown for Society Task Vaeshok. See Takahara Masikawa; Sudeko Nojiri; Keiji Sozoji.,Dark Isle 86.9N 59.7E - Take all rights to branch with Sclavus Acolytes of T'thuun - Kill Vaeshok - Return to Faction Stronghold NPC,TRUE
taskdiscoutcomplete,,Verified,Verified,Dark Isle Scouting,https://acportalstorm.com/wiki/Dark_Isle_Scouting,Cooldown for Society Task Dark Isle Scouting. See Ali ibn Qasid; Qa'li al-Kesh; Rafin ibn Fezesh.,Faction Stronghold east wing - Speak with Ali bin Qasid or Qa'li al-Kesh or Rafin bin Fezesh - Dark Isle 86.9N 59.8E - Dark Isle 87.4N 56.9E - Dark Isle 96.4N 54.6E - Faction Stronghold east wing,TRUE
taskdiscoutstarted,,Verified,Verified,Dark Isle Scouting,https://acportalstorm.com/wiki/Dark_Isle_Scouting,Society Task Dark Isle Scouting. See Ali ibn Qasid; Qa'li al-Kesh; Rafin ibn Fezesh.,Faction Stronghold east wing - Speak with Ali bin Qasid or Qa'li al-Kesh or Rafin bin Fezesh - Dark Isle 86.9N 59.8E - Dark Isle 87.4N 56.9E - Dark Isle 96.4N 54.6E - Faction Stronghold east wing,FALSE
taskdisocietyrocksfound,,Verified,Verified,Dark Isle Scouting,https://acportalstorm.com/wiki/Dark_Isle_Scouting,Player has touched some rocks. See Ali ibn Qasid; Qa'li al-Kesh; Rafin ibn Fezesh.,Faction Stronghold east wing - Speak with Ali bin Qasid or Qa'li al-Kesh or Rafin bin Fezesh - Dark Isle 86.9N 59.8E - Dark Isle 87.4N 56.9E - Dark Isle 96.4N 54.6E - Faction Stronghold east wing,FALSE
